user_id,created_at,company_id,language,activated_at,state
4044.0,2013-09-17 15:21:28,4961.0,english,,pending
4045.0,2013-09-17 17:03:34,6452.0,english,2013-09-17 17:05:00,active
4046.0,2013-09-17 15:26:29,1.0,japanese,2013-09-17 15:28:03,active
4047.0,2013-09-17 19:35:39,5242.0,english,,pending
4048.0,2013-09-17 20:58:57,24.0,english,,pending
4049.0,2013-09-17 06:48:39,13147.0,english,2013-09-17 06:50:14,active
4050.0,2013-09-17 14:57:16,5.0,english,2013-09-17 14:58:51,active
4051.0,2013-09-17 13:08:32,9508.0,german,2013-09-17 13:10:01,active
4052.0,2013-09-17 15:54:37,2197.0,arabic,2013-09-17 15:56:25,active
4053.0,2013-09-17 11:27:51,8.0,french,2013-09-17 11:29:07,active
4054.0,2013-09-17 09:12:58,6977.0,english,,pending
4055.0,2013-09-17 21:06:34,10829.0,german,,pending
4056.0,2013-09-17 12:12:21,6244.0,english,2013-09-17 12:13:58,active
4057.0,2013-09-17 18:04:25,1.0,english,,pending
4058.0,2013-09-17 18:20:24,4568.0,english,2013-09-17 18:21:47,active
4059.0,2013-09-17 10:45:11,1060.0,korean,,pending
4060.0,2013-09-17 10:21:39,2532.0,japanese,2013-09-17 10:23:05,active
4061.0,2013-09-17 07:46:17,1.0,portugese,,pending
4062.0,2013-09-17 15:05:24,12267.0,english,,pending
4063.0,2013-09-17 13:29:17,8725.0,spanish,2013-09-17 13:30:53,active
4064.0,2013-09-17 12:59:49,732.0,english,,pending
4065.0,2013-09-17 10:52:30,30.0,english,2013-09-17 10:53:42,active
4066.0,2013-09-17 13:25:18,4189.0,japanese,2013-09-17 13:26:55,active
4067.0,2013-09-18 17:00:29,2074.0,english,2013-09-18 17:01:56,active
4068.0,2013-09-18 11:25:15,7273.0,english,,pending
4069.0,2013-09-18 18:28:40,8678.0,english,,pending
4070.0,2013-09-18 10:11:36,130.0,english,,pending
4071.0,2013-09-18 08:24:36,494.0,french,2013-09-18 08:26:01,active
4072.0,2013-09-18 13:46:05,7623.0,english,2013-09-18 13:47:37,active
4073.0,2013-09-18 16:06:38,18.0,english,2013-09-18 16:08:21,active
4074.0,2013-09-18 09:27:09,9156.0,chinese,2013-09-18 09:28:40,active
4075.0,2013-09-18 17:22:42,2188.0,english,,pending
4076.0,2013-09-18 01:08:30,9826.0,english,2013-09-18 01:10:13,active
4077.0,2013-09-18 20:12:23,30.0,german,2013-09-18 20:13:49,active
4078.0,2013-09-18 12:31:13,2623.0,english,,pending
4079.0,2013-09-18 14:36:44,8036.0,german,2013-09-18 14:38:15,active
4080.0,2013-09-18 16:14:21,4077.0,english,2013-09-18 16:15:48,active
4081.0,2013-09-18 16:27:05,7808.0,english,,pending
4082.0,2013-09-18 14:11:11,9245.0,english,2013-09-18 14:12:29,active
4083.0,2013-09-18 11:45:04,5205.0,english,,pending
4084.0,2013-09-18 18:50:02,1157.0,english,,pending
4085.0,2013-09-18 15:28:31,2280.0,spanish,,pending
4086.0,2013-09-18 04:39:56,5561.0,english,,pending
4087.0,2013-09-18 15:56:51,12174.0,german,2013-09-18 15:58:09,active
4088.0,2013-09-18 12:48:07,8921.0,french,2013-09-18 12:49:47,active
4089.0,2013-09-18 15:44:02,12347.0,english,,pending
4090.0,2013-09-18 16:35:11,11284.0,english,2013-09-18 16:36:18,active
4091.0,2013-09-18 16:51:23,1.0,english,2013-09-18 16:52:56,active
4092.0,2013-09-18 12:28:50,12175.0,english,2013-09-18 12:30:23,active
4093.0,2013-09-18 14:30:50,6156.0,english,,pending
4094.0,2013-09-19 06:43:01,767.0,english,,pending
4095.0,2013-09-19 16:24:32,10751.0,spanish,2013-09-19 16:25:47,active
4096.0,2013-09-19 04:42:06,2845.0,spanish,,pending
4097.0,2013-09-19 16:43:35,605.0,english,2013-09-19 16:45:03,active
4098.0,2013-09-19 10:24:49,12340.0,french,2013-09-19 10:26:27,active
4099.0,2013-09-19 13:22:39,11.0,french,2013-09-19 13:24:11,active
4100.0,2013-09-19 07:04:38,6.0,english,,pending
4101.0,2013-09-19 19:19:56,11967.0,english,,pending
4102.0,2013-09-19 11:53:03,3649.0,russian,2013-09-19 11:54:44,active
4103.0,2013-09-19 11:02:20,4967.0,english,2013-09-19 11:04:05,active
4104.0,2013-09-19 19:50:42,15.0,german,2013-09-19 19:52:14,active
4105.0,2013-09-19 09:28:15,10065.0,english,2013-09-19 09:29:43,active
4106.0,2013-09-19 08:29:59,122.0,english,,pending
4107.0,2013-09-19 04:50:18,711.0,japanese,,pending
4108.0,2013-09-19 11:29:31,2641.0,english,2013-09-19 11:30:46,active
4109.0,2013-09-19 18:37:25,4395.0,english,2013-09-19 18:38:45,active
4110.0,2013-09-19 15:09:57,3.0,english,,pending
4111.0,2013-09-19 12:20:57,6924.0,arabic,,pending
4112.0,2013-09-19 09:50:05,5334.0,english,,pending
4113.0,2013-09-19 07:02:02,8828.0,english,2013-09-19 07:03:29,active
4114.0,2013-09-19 11:31:40,9479.0,english,2013-09-19 11:33:07,active
4115.0,2013-09-19 12:40:10,10282.0,english,2013-09-19 12:41:41,active
4116.0,2013-09-19 11:52:45,1.0,german,2013-09-19 11:54:05,active
4117.0,2013-09-19 02:23:00,11794.0,portugese,,pending
4118.0,2013-09-19 05:11:30,2144.0,spanish,2013-09-19 05:13:07,active
4119.0,2013-09-19 03:04:29,3741.0,spanish,2013-09-19 03:05:48,active
4120.0,2013-09-19 18:34:39,1.0,english,2013-09-19 18:35:59,active
4121.0,2013-09-19 18:22:41,10193.0,english,2013-09-19 18:24:07,active
4122.0,2013-09-19 08:46:24,2864.0,english,2013-09-19 08:48:10,active
4123.0,2013-09-19 07:23:49,7064.0,english,,pending
4124.0,2013-09-20 19:56:01,4680.0,russian,,pending
4125.0,2013-09-20 13:47:58,60.0,portugese,,pending
4126.0,2013-09-20 13:38:31,2594.0,portugese,2013-09-20 13:40:04,active
4127.0,2013-09-20 08:47:15,19.0,portugese,2013-09-20 08:48:30,active
4128.0,2013-09-20 13:03:52,13098.0,english,,pending
4129.0,2013-09-20 13:06:17,1.0,russian,2013-09-20 13:07:47,active
4130.0,2013-09-20 14:09:00,9740.0,english,,pending
4131.0,2013-09-20 14:14:32,16.0,japanese,2013-09-20 14:16:13,active
4132.0,2013-09-20 17:32:22,105.0,english,,pending
4133.0,2013-09-20 01:25:54,65.0,english,,pending
4134.0,2013-09-20 16:16:54,1.0,portugese,2013-09-20 16:18:28,active
4135.0,2013-09-20 15:03:03,10438.0,french,2013-09-20 15:04:13,active
4136.0,2013-09-20 19:40:41,1.0,english,,pending
4137.0,2013-09-20 11:23:49,6859.0,english,2013-09-20 11:25:27,active
4138.0,2013-09-20 11:41:56,98.0,japanese,,pending
4139.0,2013-09-20 17:23:41,1855.0,english,2013-09-20 17:24:48,active
4140.0,2013-09-20 22:01:07,713.0,english,2013-09-20 22:02:17,active
4141.0,2013-09-20 07:41:14,12593.0,english,,pending
4142.0,2013-09-20 11:26:36,1190.0,english,,pending
4143.0,2013-09-20 13:54:24,8046.0,indian,,pending
4144.0,2013-09-20 09:27:43,4679.0,french,,pending
4145.0,2013-09-20 15:03:19,40.0,japanese,,pending
4146.0,2013-09-20 07:49:23,1.0,english,,pending
4147.0,2013-09-20 06:01:30,5209.0,english,2013-09-20 06:03:05,active
4148.0,2013-09-20 14:34:25,4861.0,spanish,,pending
4149.0,2013-09-20 14:19:06,2.0,french,,pending
4150.0,2013-09-20 10:17:14,32.0,japanese,,pending
4151.0,2013-09-21 11:09:40,6228.0,spanish,,pending
4152.0,2013-09-21 22:47:43,106.0,english,2013-09-21 22:49:03,active
4153.0,2013-09-21 22:12:58,13010.0,indian,2013-09-21 22:14:40,active
4154.0,2013-09-21 11:16:16,6.0,indian,,pending
4155.0,2013-09-21 18:56:15,1.0,english,2013-09-21 18:57:38,active
4156.0,2013-09-21 11:17:16,3728.0,japanese,2013-09-21 11:19:05,active
4157.0,2013-09-21 17:41:03,5885.0,english,,pending
4158.0,2013-09-21 20:16:06,597.0,japanese,2013-09-21 20:18:03,active
4159.0,2013-09-21 19:54:08,6307.0,arabic,2013-09-21 19:55:30,active
4160.0,2013-09-22 13:55:01,11136.0,english,2013-09-22 13:56:34,active
4161.0,2013-09-22 14:13:03,12453.0,spanish,2013-09-22 14:14:42,active
4162.0,2013-09-22 09:01:48,4139.0,japanese,,pending
4163.0,2013-09-22 19:50:43,5151.0,arabic,2013-09-22 19:52:12,active
4164.0,2013-09-22 14:08:22,12051.0,english,,pending
4165.0,2013-09-22 09:01:07,4555.0,english,,pending
4166.0,2013-09-22 17:59:13,127.0,spanish,2013-09-22 18:00:45,active
4167.0,2013-09-22 05:09:33,7017.0,french,,pending
4168.0,2013-09-23 10:02:14,2814.0,english,,pending
4169.0,2013-09-23 11:33:24,3574.0,english,,pending
4170.0,2013-09-23 09:32:54,8690.0,english,2013-09-23 09:34:39,active
4171.0,2013-09-23 07:56:17,8.0,arabic,,pending
4172.0,2013-09-23 13:47:16,9488.0,english,2013-09-23 13:48:49,active
4173.0,2013-09-23 19:10:41,5380.0,arabic,,pending
4174.0,2013-09-23 20:38:53,6231.0,arabic,,pending
4175.0,2013-09-23 11:58:51,11164.0,korean,2013-09-23 12:00:25,active
4176.0,2013-09-23 12:05:30,665.0,english,,pending
4177.0,2013-09-23 07:14:25,1.0,english,2013-09-23 07:15:58,active
4178.0,2013-09-23 13:06:29,71.0,english,,pending
4179.0,2013-09-23 15:59:51,9022.0,english,2013-09-23 16:01:10,active
4180.0,2013-09-23 13:54:25,5160.0,english,,pending
4181.0,2013-09-23 07:13:18,2988.0,french,,pending
4182.0,2013-09-23 12:31:16,9019.0,french,2013-09-23 12:32:42,active
4183.0,2013-09-23 17:25:33,2.0,german,,pending
4184.0,2013-09-23 07:10:11,9534.0,japanese,2013-09-23 07:11:48,active
4185.0,2013-09-23 11:11:23,9590.0,arabic,2013-09-23 11:12:30,active
4186.0,2013-09-23 15:02:51,12006.0,chinese,,pending
4187.0,2013-09-23 13:58:05,30.0,english,2013-09-23 13:59:56,active
4188.0,2013-09-23 10:24:58,10.0,korean,2013-09-23 10:26:30,active
4189.0,2013-09-23 19:56:56,1.0,english,2013-09-23 19:58:31,active
4190.0,2013-09-23 08:40:20,1.0,english,2013-09-23 08:41:32,active
4191.0,2013-09-23 12:03:47,9128.0,french,,pending
4192.0,2013-09-23 10:59:45,13122.0,arabic,2013-09-23 11:01:10,active
4193.0,2013-09-23 11:40:23,791.0,english,,pending
4194.0,2013-09-23 01:58:01,4.0,english,,pending
4195.0,2013-09-23 19:09:07,13.0,arabic,2013-09-23 19:10:32,active
4196.0,2013-09-23 18:47:21,4110.0,english,,pending
4197.0,2013-09-23 05:20:40,808.0,english,2013-09-23 05:22:15,active
4198.0,2013-09-23 17:40:22,2182.0,english,2013-09-23 17:41:43,active
4199.0,2013-09-23 09:50:44,11165.0,arabic,,pending
4200.0,2013-09-23 13:11:04,8403.0,japanese,,pending
4201.0,2013-09-24 12:23:43,2.0,english,,pending
4202.0,2013-09-24 10:23:54,10705.0,chinese,2013-09-24 10:25:07,active
4203.0,2013-09-24 14:26:07,3268.0,english,2013-09-24 14:27:22,active
4204.0,2013-09-24 05:47:46,3494.0,english,2013-09-24 05:49:26,active
4205.0,2013-09-24 11:53:58,64.0,french,,pending
4206.0,2013-09-24 05:10:46,8.0,french,,pending
4207.0,2013-09-24 10:01:32,3713.0,english,2013-09-24 10:03:17,active
4208.0,2013-09-24 12:58:33,49.0,french,,pending
4209.0,2013-09-24 10:30:34,10667.0,english,2013-09-24 10:32:05,active
4210.0,2013-09-24 17:58:38,2711.0,english,2013-09-24 18:00:11,active
4211.0,2013-09-24 03:42:21,5909.0,japanese,2013-09-24 03:43:47,active
4212.0,2013-09-24 09:54:51,74.0,italian,2013-09-24 09:56:22,active
4213.0,2013-09-24 23:28:47,10457.0,english,,pending
4214.0,2013-09-24 11:01:23,4297.0,spanish,,pending
4215.0,2013-09-24 22:46:22,6287.0,english,,pending
4216.0,2013-09-24 18:16:50,4.0,italian,2013-09-24 18:17:52,active
4217.0,2013-09-24 14:32:07,11047.0,japanese,,pending
4218.0,2013-09-24 14:23:19,180.0,english,2013-09-24 14:24:40,active
4219.0,2013-09-24 18:18:32,3676.0,portugese,2013-09-24 18:19:56,active
4220.0,2013-09-24 15:32:39,2852.0,french,2013-09-24 15:34:06,active
4221.0,2013-09-24 14:31:27,8275.0,english,2013-09-24 14:32:58,active
4222.0,2013-09-24 14:14:05,4086.0,english,,pending
4223.0,2013-09-24 14:25:02,3219.0,arabic,,pending
4224.0,2013-09-24 22:57:38,3139.0,portugese,2013-09-24 22:58:54,active
4225.0,2013-09-24 02:25:50,8748.0,japanese,2013-09-24 02:27:13,active
4226.0,2013-09-24 11:02:16,2.0,russian,2013-09-24 11:03:47,active
4227.0,2013-09-24 11:16:12,1.0,russian,2013-09-24 11:17:41,active
4228.0,2013-09-24 15:22:32,5913.0,english,2013-09-24 15:23:47,active
4229.0,2013-09-24 11:26:37,10614.0,english,2013-09-24 11:28:13,active
4230.0,2013-09-25 05:54:37,1290.0,french,,pending
4231.0,2013-09-25 12:37:10,10472.0,spanish,2013-09-25 12:38:34,active
4232.0,2013-09-25 09:18:29,4645.0,english,,pending
4233.0,2013-09-25 07:38:30,168.0,japanese,,pending
4234.0,2013-09-25 13:41:34,4643.0,russian,2013-09-25 13:43:05,active
4235.0,2013-09-25 18:14:23,4079.0,french,2013-09-25 18:15:48,active
4236.0,2013-09-25 14:02:33,7.0,indian,2013-09-25 14:03:59,active
4237.0,2013-09-25 13:04:27,13047.0,japanese,,pending
4238.0,2013-09-25 01:17:18,25.0,english,,pending
4239.0,2013-09-25 16:49:53,7664.0,english,,pending
4240.0,2013-09-25 13:44:32,1798.0,english,2013-09-25 13:46:03,active
4241.0,2013-09-25 17:34:43,2.0,english,,pending
4242.0,2013-09-25 10:45:22,91.0,english,2013-09-25 10:46:49,active
4243.0,2013-09-25 09:58:24,142.0,english,,pending
4244.0,2013-09-25 19:11:02,144.0,chinese,,pending
4245.0,2013-09-25 12:18:41,9593.0,english,2013-09-25 12:20:14,active
4246.0,2013-09-25 12:10:00,3177.0,german,2013-09-25 12:11:25,active
4247.0,2013-09-25 08:28:13,79.0,english,2013-09-25 08:29:37,active
4248.0,2013-09-25 23:50:10,2.0,english,2013-09-25 23:52:00,active
4249.0,2013-09-25 17:33:40,6453.0,english,,pending
4250.0,2013-09-25 12:17:38,2.0,english,,pending
4251.0,2013-09-25 10:18:44,1421.0,english,2013-09-25 10:20:29,active
4252.0,2013-09-25 08:22:41,11628.0,english,2013-09-25 08:24:29,active
4253.0,2013-09-25 23:22:06,3.0,english,2013-09-25 23:23:41,active
4254.0,2013-09-25 14:17:15,1313.0,german,,pending
4255.0,2013-09-25 17:47:32,64.0,spanish,2013-09-25 17:49:17,active
4256.0,2013-09-25 07:53:37,6104.0,japanese,2013-09-25 07:55:10,active
4257.0,2013-09-25 07:48:02,8192.0,english,,pending
4258.0,2013-09-25 16:44:02,8.0,english,,pending
4259.0,2013-09-25 18:45:31,22.0,english,2013-09-25 18:47:03,active
4260.0,2013-09-25 15:18:17,7894.0,english,,pending
4261.0,2013-09-25 17:54:23,10494.0,english,,pending
4262.0,2013-09-25 18:48:30,2738.0,chinese,,pending
4263.0,2013-09-25 15:15:57,7126.0,chinese,2013-09-25 15:17:31,active
4264.0,2013-09-26 15:34:55,9672.0,japanese,2013-09-26 15:36:24,active
4265.0,2013-09-26 15:51:09,9298.0,english,2013-09-26 15:52:40,active
4266.0,2013-09-26 16:03:34,7445.0,english,,pending
4267.0,2013-09-26 17:18:53,1.0,arabic,2013-09-26 17:20:25,active
4268.0,2013-09-26 22:51:42,10.0,german,2013-09-26 22:53:02,active
4269.0,2013-09-26 19:47:11,11953.0,english,,pending
4270.0,2013-09-26 08:06:15,6157.0,english,,pending
4271.0,2013-09-26 17:18:04,2652.0,japanese,2013-09-26 17:19:23,active
4272.0,2013-09-26 14:41:39,14.0,russian,2013-09-26 14:43:15,active
4273.0,2013-09-26 14:08:57,10892.0,english,2013-09-26 14:10:32,active
4274.0,2013-09-26 09:25:36,229.0,english,2013-09-26 09:27:14,active
4275.0,2013-09-26 12:49:24,8848.0,english,,pending
4276.0,2013-09-26 16:44:27,14.0,spanish,,pending
4277.0,2013-09-26 09:35:18,169.0,english,,pending
4278.0,2013-09-26 11:41:44,9468.0,japanese,,pending
4279.0,2013-09-26 02:51:28,12490.0,indian,2013-09-26 02:53:03,active
4280.0,2013-09-26 12:11:07,10525.0,portugese,2013-09-26 12:12:34,active
4281.0,2013-09-26 12:27:16,10835.0,german,2013-09-26 12:28:44,active
4282.0,2013-09-26 11:46:03,2.0,english,2013-09-26 11:47:49,active
4283.0,2013-09-26 11:58:10,2853.0,english,,pending
4284.0,2013-09-26 09:05:23,4143.0,arabic,,pending
4285.0,2013-09-26 13:38:50,12672.0,english,,pending
4286.0,2013-09-26 14:01:10,22.0,chinese,,pending
4287.0,2013-09-26 14:56:19,749.0,arabic,,pending
4288.0,2013-09-27 18:16:24,59.0,english,2013-09-27 18:17:52,active
4289.0,2013-09-27 14:00:22,433.0,english,,pending
4290.0,2013-09-27 12:27:36,991.0,english,,pending
4291.0,2013-09-27 15:43:10,1.0,spanish,2013-09-27 15:44:29,active
4292.0,2013-09-27 17:37:52,8062.0,english,,pending
4293.0,2013-09-27 10:25:57,10175.0,english,2013-09-27 10:27:16,active
4294.0,2013-09-27 11:35:52,3.0,english,,pending
4295.0,2013-09-27 16:46:45,30.0,english,,pending
4296.0,2013-09-27 07:55:16,5038.0,german,2013-09-27 07:56:40,active
4297.0,2013-09-27 21:28:27,3215.0,english,,pending
4298.0,2013-09-27 16:47:30,1566.0,indian,2013-09-27 16:48:58,active
4299.0,2013-09-27 07:22:46,1767.0,english,2013-09-27 07:24:20,active
4300.0,2013-09-27 10:18:41,8476.0,english,,pending
4301.0,2013-09-27 15:11:16,42.0,english,2013-09-27 15:12:29,active
4302.0,2013-09-27 18:35:06,353.0,chinese,,pending
4303.0,2013-09-27 11:16:20,10126.0,japanese,,pending
4304.0,2013-09-27 00:41:08,13016.0,spanish,2013-09-27 00:42:40,active
4305.0,2013-09-27 03:37:42,2287.0,japanese,2013-09-27 03:39:14,active
4306.0,2013-09-27 07:14:54,2667.0,english,2013-09-27 07:16:23,active
4307.0,2013-09-27 10:31:57,9948.0,german,2013-09-27 10:33:32,active
4308.0,2013-09-27 19:50:43,1489.0,korean,,pending
4309.0,2013-09-27 02:59:21,9213.0,spanish,2013-09-27 03:00:55,active
4310.0,2013-09-27 14:22:06,8851.0,english,,pending
4311.0,2013-09-27 16:12:49,12101.0,japanese,2013-09-27 16:14:33,active
4312.0,2013-09-27 06:42:38,76.0,spanish,2013-09-27 06:44:01,active
4313.0,2013-09-27 13:35:50,1057.0,german,2013-09-27 13:37:41,active
4314.0,2013-09-27 17:17:18,11857.0,german,,pending
4315.0,2013-09-27 19:41:24,2495.0,english,,pending
4316.0,2013-09-27 13:22:55,4428.0,english,2013-09-27 13:24:37,active
4317.0,2013-09-27 17:29:49,9753.0,chinese,2013-09-27 17:31:29,active
4318.0,2013-09-28 14:26:41,10318.0,korean,,pending
4319.0,2013-09-28 18:52:08,10834.0,english,2013-09-28 18:53:36,active
4320.0,2013-09-28 06:49:55,6176.0,japanese,,pending
4321.0,2013-09-28 10:41:45,5869.0,english,,pending
4322.0,2013-09-28 15:16:31,12653.0,russian,2013-09-28 15:18:01,active
4323.0,2013-09-28 11:46:59,5293.0,english,2013-09-28 11:48:37,active
4324.0,2013-09-28 10:15:43,984.0,english,2013-09-28 10:17:17,active
4325.0,2013-09-28 09:20:25,5.0,english,2013-09-28 09:22:00,active
4326.0,2013-09-29 18:15:27,1292.0,english,2013-09-29 18:16:57,active
4327.0,2013-09-29 15:45:45,11002.0,french,2013-09-29 15:47:06,active
4328.0,2013-09-29 09:56:38,3019.0,english,,pending
4329.0,2013-09-29 15:19:44,1.0,indian,2013-09-29 15:21:07,active
4330.0,2013-09-29 17:02:28,131.0,english,2013-09-29 17:04:01,active
4331.0,2013-09-29 15:18:37,1.0,japanese,,pending
4332.0,2013-09-29 13:03:20,1.0,german,2013-09-29 13:05:07,active
4333.0,2013-09-29 09:01:57,21.0,english,,pending
4334.0,2013-09-29 10:50:17,4210.0,chinese,2013-09-29 10:51:58,active
4335.0,2013-09-30 12:38:12,59.0,arabic,,pending
4336.0,2013-09-30 03:46:48,11572.0,spanish,2013-09-30 03:48:42,active
4337.0,2013-09-30 05:27:54,154.0,french,,pending
4338.0,2013-09-30 08:07:29,12511.0,english,2013-09-30 08:09:12,active
4339.0,2013-09-30 18:28:21,6.0,english,,pending
4340.0,2013-09-30 14:39:41,5570.0,english,,pending
4341.0,2013-09-30 14:39:55,7542.0,english,,pending
4342.0,2013-09-30 16:21:03,11554.0,english,2013-09-30 16:22:24,active
4343.0,2013-09-30 09:33:12,315.0,english,,pending
4344.0,2013-09-30 13:38:52,5988.0,french,2013-09-30 13:40:21,active
4345.0,2013-09-30 08:53:53,5333.0,german,,pending
4346.0,2013-09-30 11:12:30,584.0,portugese,,pending
4347.0,2013-09-30 10:40:08,9664.0,portugese,2013-09-30 10:41:42,active
4348.0,2013-09-30 17:28:21,67.0,indian,2013-09-30 17:29:42,active
4349.0,2013-09-30 21:06:35,10585.0,english,2013-09-30 21:08:03,active
4350.0,2013-09-30 10:28:17,9400.0,english,,pending
4351.0,2013-09-30 11:54:16,3976.0,english,2013-09-30 11:55:33,active
4352.0,2013-09-30 14:22:45,9338.0,english,2013-09-30 14:24:14,active
4353.0,2013-09-30 18:32:21,9318.0,arabic,2013-09-30 18:34:03,active
4354.0,2013-09-30 13:34:02,295.0,english,2013-09-30 13:35:18,active
4355.0,2013-09-30 13:19:14,4018.0,english,,pending
4356.0,2013-09-30 14:28:36,9591.0,english,,pending
4357.0,2013-09-30 16:50:53,5324.0,japanese,,pending
4358.0,2013-09-30 18:15:32,4.0,english,,pending
4359.0,2013-09-30 21:01:10,7401.0,spanish,,pending
4360.0,2013-09-30 18:35:10,4730.0,english,,pending
4361.0,2013-09-30 11:17:20,11965.0,japanese,,pending
4362.0,2013-09-30 17:39:12,82.0,chinese,,pending
4363.0,2013-09-30 10:38:59,10540.0,english,2013-09-30 10:40:11,active
4364.0,2013-09-30 11:49:08,11309.0,chinese,2013-09-30 11:50:27,active
4365.0,2013-09-30 09:36:25,8875.0,japanese,2013-09-30 09:37:46,active
4366.0,2013-09-30 12:21:17,200.0,russian,,pending
4367.0,2013-10-01 13:28:56,857.0,indian,,pending
4368.0,2013-10-01 05:48:46,9.0,english,,pending
4369.0,2013-10-01 18:41:13,11582.0,english,,pending
4370.0,2013-10-01 11:57:49,7855.0,english,,pending
4371.0,2013-10-01 15:58:33,4049.0,english,2013-10-01 16:00:12,active
4372.0,2013-10-01 18:55:34,5549.0,spanish,,pending
4373.0,2013-10-01 11:52:47,7.0,german,2013-10-01 11:54:01,active
4374.0,2013-10-01 17:53:49,7036.0,english,,pending
4375.0,2013-10-01 16:43:08,6722.0,english,,pending
4376.0,2013-10-01 12:48:51,5345.0,english,2013-10-01 12:50:23,active
4377.0,2013-10-01 18:47:48,7677.0,portugese,,pending
4378.0,2013-10-01 13:34:05,11674.0,english,,pending
4379.0,2013-10-01 08:50:41,8053.0,spanish,2013-10-01 08:52:20,active
4380.0,2013-10-01 01:43:40,12796.0,english,2013-10-01 01:45:16,active
4381.0,2013-10-01 11:58:16,6074.0,english,,pending
4382.0,2013-10-01 08:08:52,3360.0,english,2013-10-01 08:10:09,active
4383.0,2013-10-01 19:56:16,1.0,french,2013-10-01 19:57:54,active
4384.0,2013-10-01 09:52:17,9.0,chinese,,pending
4385.0,2013-10-01 09:30:43,19.0,spanish,,pending
4386.0,2013-10-01 15:35:40,6531.0,english,,pending
4387.0,2013-10-01 13:37:56,809.0,english,2013-10-01 13:39:17,active
4388.0,2013-10-01 13:25:06,12385.0,english,2013-10-01 13:26:19,active
4389.0,2013-10-01 17:36:46,8555.0,spanish,2013-10-01 17:38:06,active
4390.0,2013-10-01 12:07:35,210.0,english,2013-10-01 12:09:12,active
4391.0,2013-10-01 15:54:12,4269.0,spanish,2013-10-01 15:55:40,active
4392.0,2013-10-01 11:19:46,3503.0,english,2013-10-01 11:21:12,active
4393.0,2013-10-01 11:16:40,12937.0,english,2013-10-01 11:18:17,active
4394.0,2013-10-01 11:57:23,11034.0,english,2013-10-01 11:58:28,active
4395.0,2013-10-01 16:41:56,1.0,italian,,pending
4396.0,2013-10-01 17:03:56,206.0,german,,pending
4397.0,2013-10-01 10:17:59,9734.0,english,,pending
4398.0,2013-10-01 14:06:23,5429.0,english,2013-10-01 14:08:04,active
4399.0,2013-10-01 09:58:08,5788.0,spanish,,pending
4400.0,2013-10-02 05:47:36,6747.0,french,2013-10-02 05:49:00,active
4401.0,2013-10-02 09:38:36,105.0,spanish,,pending
4402.0,2013-10-02 02:38:27,6682.0,english,2013-10-02 02:40:01,active
4403.0,2013-10-02 15:59:50,623.0,italian,,pending
4404.0,2013-10-02 21:12:23,3209.0,english,,pending
4405.0,2013-10-02 11:07:29,2717.0,french,2013-10-02 11:08:59,active
4406.0,2013-10-02 11:16:04,9640.0,english,2013-10-02 11:17:26,active
4407.0,2013-10-02 13:05:58,8085.0,english,,pending
4408.0,2013-10-02 19:30:24,9379.0,english,,pending
4409.0,2013-10-02 15:41:12,224.0,english,2013-10-02 15:43:16,active
4410.0,2013-10-02 12:27:12,3973.0,chinese,2013-10-02 12:28:47,active
4411.0,2013-10-02 14:15:38,98.0,russian,,pending
4412.0,2013-10-02 08:45:33,9.0,japanese,,pending
4413.0,2013-10-02 07:29:12,43.0,english,2013-10-02 07:30:33,active
4414.0,2013-10-02 16:59:20,6931.0,spanish,2013-10-02 17:01:15,active
4415.0,2013-10-02 14:46:19,13186.0,english,,pending
4416.0,2013-10-02 16:52:11,6.0,english,,pending
4417.0,2013-10-02 02:47:32,8223.0,spanish,2013-10-02 02:48:39,active
4418.0,2013-10-02 11:59:33,3493.0,english,,pending
4419.0,2013-10-02 12:12:12,2384.0,korean,2013-10-02 12:13:50,active
4420.0,2013-10-02 12:56:21,37.0,english,,pending
4421.0,2013-10-02 11:08:58,2.0,english,,pending
4422.0,2013-10-02 08:24:32,17.0,french,,pending
4423.0,2013-10-02 10:36:12,65.0,english,,pending
4424.0,2013-10-02 18:30:40,3907.0,english,,pending
4425.0,2013-10-02 14:36:20,9.0,french,,pending
4426.0,2013-10-02 09:13:51,4.0,spanish,2013-10-02 09:15:31,active
4427.0,2013-10-02 17:49:37,9438.0,english,,pending
4428.0,2013-10-02 14:26:26,2628.0,italian,,pending
4429.0,2013-10-02 15:39:54,12314.0,english,,pending
4430.0,2013-10-02 15:46:37,336.0,english,2013-10-02 15:48:14,active
4431.0,2013-10-02 12:49:00,1199.0,english,,pending
4432.0,2013-10-03 09:59:02,8525.0,indian,,pending
4433.0,2013-10-03 14:57:14,635.0,english,2013-10-03 14:58:23,active
4434.0,2013-10-03 16:07:27,79.0,spanish,,pending
4435.0,2013-10-03 03:10:04,12091.0,english,2013-10-03 03:11:46,active
4436.0,2013-10-03 16:32:54,10379.0,german,,pending
4437.0,2013-10-03 11:38:37,6054.0,japanese,2013-10-03 11:39:53,active
4438.0,2013-10-03 16:09:36,6181.0,indian,2013-10-03 16:11:16,active
4439.0,2013-10-03 07:17:25,10384.0,english,,pending
4440.0,2013-10-03 08:06:31,11527.0,english,2013-10-03 08:08:09,active
4441.0,2013-10-03 16:18:15,11.0,english,,pending
4442.0,2013-10-03 10:04:54,2.0,english,2013-10-03 10:06:20,active
